,llave,cant_indiv,coef,ciudad_origen,tipo,edad_mediana,rango_edad,estrato,ingreso_hogar,rango_ingreso_hog,estado_civ,nivel_edu,viajo,interno,cuantos_int,depto_dest,mpio_dest,fecha_ini,fecha_fin,pernoct,motivo_int,alojamiento,med_transp,gasto_tot,motivo_no,gast_aloj,valgast_aloj,gast_public,valgast_public,gast_alim,gast_aereo,valgast_aereo,excursion,excur_extranj,excur_int,excur_motiv,excur_deptodest,excur_mpiodest,excur_medtransp,excur_valgasttransp,excur_valgastpublic,excur_valgastalim,nombre_mpio_dest,coord_origen,lat_origen,lon_origen,coord_dest,lat_dest,lon_dest
18146,3021731_1,4,0.5750849303444593,Monteria,familia,27.0,25_30,2,6000000.0,5_,familia,superior_univerisitario,si,si,1,Sucre,70001.0,18/04/2019 0:00,19/04/2019 0:00,1.0,negocios,,particular,100000.0,,si,30000.0,no,,si,no,,no,,,,,,,,,,SINCELEJO,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935
18148,3021738_1,1,0.0,Monteria,hombre,26.0,25_30,2,0.0,no_reporta,soltero,media_bachiller,si,si,1,Sucre,70001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,publico,60000.0,,no,,si,5000.0,si,no,,no,,,,,,,,,,SINCELEJO,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935
18165,3021757_1,6,0.920393704802806,Monteria,familia,17.0,15_20,1,900000.0,1_2,familia,media,si,si,1,Córdoba,23500.0,17/04/2019 0:00,20/04/2019 0:00,3.0,vacaciones,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,MOÑITOS,"-75.887029,8.7558921",-75.887029,8.7558921,"-76.1255958971314,9.19958045",-76.1255958971314,9.19958045
18168,3021762_1,2,0.7222222222222222,Monteria,familia,18.0,15_20,1,3000000.0,3_5,familia,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,6/04/2019 0:00,10/04/2019 0:00,4.0,negocios,,aereo,4700000.0,,no,,si,100000.0,si,si,400000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.887029,8.7558921",-75.887029,8.7558921,",",,
18184,3021779_1,5,0.488589807507279,Monteria,familia,24.0,20_25,1,800000.0,0_1,familia,media_bachiller,si,si,1,Córdoba,23807.0,18/04/2019 0:00,21/04/2019 0:00,3.0,vacaciones,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,TIERRALTA,"-75.887029,8.7558921",-75.887029,8.7558921,"-76.2248678226981,7.84705275",-76.2248678226981,7.84705275
18185,3021780_1,4,0.6538795301870187,Monteria,familia,31.0,30_35,1,1600000.0,1_2,familia,media_bachiller,si,si,1,Córdoba,23574.0,17/04/2019 0:00,21/04/2019 0:00,4.0,visita,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,PUERTO ESCONDIDO,"-75.887029,8.7558921",-75.887029,8.7558921,"-76.2625983,9.0142629",-76.2625983,9.0142629
18202,3021804_1,3,0.5528646247559352,Monteria,familia,23.0,20_25,2,2300000.0,2_3,familia,superior_tecnico,si,si,1,Córdoba,23555.0,17/04/2019 0:00,22/04/2019 0:00,5.0,vacaciones,,particular,270000.0,,no,,no,,si,no,,no,,,,,,,,,,PLANETA RICA,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.5840456,8.4076739",-75.5840456,8.4076739
18203,3021805_1,3,0.5084610629269122,Monteria,familia,25.0,25_30,2,3500000.0,3_5,familia,superior_univerisitario,si,si,1,Sucre,70820.0,6/04/2019 0:00,7/04/2019 0:00,1.0,vacaciones,,publico,1000000.0,,si,140000.0,no,,si,no,,no,,,,,,,,,,SANTIAGO DE TOLÚ,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.5841794,9.5241138",-75.5841794,9.5241138
18204,3021806_1,3,0.5376492040974921,Monteria,familia,34.0,30_35,2,828116.0,0_1,familia,media_bachiller,si,si,1,Córdoba,23001.0,17/04/2019 0:00,20/04/2019 0:00,3.0,visita,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,MONTERÍA,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.887029,8.7558921",-75.887029,8.7558921
18206,3021808_1,1,0.0,Quibdó,mujer,63.0,60_65,1,6000000.0,5_,separado,superior_univerisitario,si,si,2,Santander,68001.0,25/04/2019 0:00,28/04/2019 0:00,3.0,compras,,publico,5000000.0,,si,150000.0,si,50000.0,si,no,,no,,,,,,,,,,BUCARAMANGA,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-73.1172869,7.1114611",-73.1172869,7.1114611
18222,3021824_1,4,0.5200794206810505,Quibdó,familia,27.0,25_30,3,6000000.0,5_,familia,superior_univerisitario,si,si,1,Chocó,27430.0,15/04/2019 0:00,22/04/2019 0:00,7.0,vacaciones,,publico,1500000.0,,no,,si,500000.0,si,si,100000.0,no,,,,,,,,,,MEDIO BAUDÓ,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-76.949755,5.1915773",-76.949755,5.1915773
18233,3021835_1,5,0.6277917242044465,Neiva,familia,31.0,30_35,3,5000000.0,5_,familia,superior_univerisitario,si,si,1,Antioquia,5001.0,4/04/2019 0:00,5/04/2019 0:00,1.0,negocios,,aereo,2000000.0,,si,600000.0,si,250000.0,si,si,700000.0,no,,,,,,,,,,MEDELLÍN,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.573553,6.2443382",-75.573553,6.2443382
18235,3021837_1,5,0.7440136650466266,Neiva,familia,15.0,15_20,2,1600000.0,1_2,familia,superior_tecnico,si,si,1,Huila,41078.0,20/04/2019 0:00,21/04/2019 0:00,1.0,visita,,particular,50000.0,,no,,no,,no,no,,no,,,,,,,,,,BARAYA,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-74.9444145032746,3.0884886",-74.9444145032746,3.0884886
18241,3021843_1,1,0.0,Riohacha,mujer,69.0,65_70,4,2000000.0,2_3,separado,media_bachiller,si,si,1,La Guajira,44078.0,15/04/2019 0:00,26/04/2019 0:00,11.0,vacaciones,,publico,600000.0,,no,,no,,si,no,,no,,,,,,,,,,BARRANCAS,"-72.9069784,11.544634",-72.9069784,11.544634,"-72.6961176191123,10.9782843",-72.6961176191123,10.9782843
18254,3021856_1,5,0.6797878769810642,Riohacha,familia,19.0,15_20,2,850000.0,1_2,familia,superior_univerisitario,si,si,1,La Guajira,44035.0,20/04/2019 0:00,23/04/2019 0:00,3.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,ALBANIA,"-72.9069784,11.544634",-72.9069784,11.544634,"-72.5160988093715,11.24488255",-72.5160988093715,11.24488255
18262,3021864_1,3,0.7715167498104595,Riohacha,familia,9.0,0_10,1,520000.0,0_1,familia,superior_tecnico,si,si,1,Cesar,20178.0,16/04/2019 0:00,18/04/2019 0:00,2.0,visita,,publico,280000.0,,no,,no,,si,no,,no,,,,,,,,,,CHIRIGUANÁ,"-72.9069784,11.544634",-72.9069784,11.544634,"-73.6016974,9.3636401",-73.6016974,9.3636401
18284,3021886_1,3,0.6443197412729823,Riohacha,familia,30.0,30_35,2,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Bolívar,13468.0,16/04/2019 0:00,21/04/2019 0:00,5.0,visita,,particular,400000.0,,no,,no,,si,no,,no,,,,,,,,,,MOMPÓS,"-72.9069784,11.544634",-72.9069784,11.544634,"-74.565806515727,9.1459356",-74.565806515727,9.1459356
18290,3021892_1,2,0.3170731707317073,Santa Marta,familia,41.0,40_45,5,2500000.0,3_5,familia,superior_univerisitario,si,si,1,La Guajira,44090.0,18/04/2019 0:00,21/04/2019 0:00,3.0,vacaciones,,particular,300000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,DIBULLA,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-73.4472323664315,11.0829542",-73.4472323664315,11.0829542
18291,3021893_1,4,1.092075008421594,Santa Marta,familia,14.0,10_15,5,2700000.0,3_5,familia,media_bachiller,si,si,1,La Guajira,44001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,vacaciones,,particular,1000000.0,,si,420000.0,no,,si,no,,no,,,,,,,,,,RIOHACHA,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-72.9069784,11.544634",-72.9069784,11.544634
18325,3021926_1,2,0.0,Villavicencio,familia,54.0,50_55,5,38000000.0,5_,familia,superior_posgrado,si,si,1,Magdalena,47001.0,13/04/2019 0:00,20/04/2019 0:00,7.0,vacaciones,,particular,2600000.0,,no,,no,,si,no,,no,,,,,,,,,,SANTA MARTA,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
18328,3021929_1,2,0.40540540540540543,Villavicencio,familia,37.0,35_40,1,50000.0,0_1,familia,primaria,si,si,1,Valle del Cauca,76520.0,30/03/2019 0:00,25/04/2019 0:00,26.0,visita,,publico,144000.0,,no,,no,,no,no,,no,,,,,,,,,,PALMIRA,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-76.2988048,3.5308373",-76.2988048,3.5308373
18329,3021930_1,2,0.2323232323232323,Villavicencio,familia,49.0,45_50,3,3000000.0,3_5,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,9/04/2019 0:00,28/04/2019 0:00,19.0,negocios,,publico,300000.0,,no,,si,150000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
18338,3021940_1,3,0.1632844050485753,Pasto,familia,81.0,80_,3,3500000.0,3_5,familia,superior_univerisitario,si,si,3,Nariño,52240.0,26/04/2019 0:00,29/04/2019 0:00,3.0,vacaciones,,particular,100000.0,,no,,no,,si,no,,no,,,,,,,,,,CHACHAGÜÍ,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.2743657529271,1.4051167",-77.2743657529271,1.4051167
18345,3021947_1,3,0.2764323123779676,Pasto,familia,46.0,45_50,2,600000.0,0_1,familia,superior_bachiller,si,si,2,Putumayo,86001.0,15/04/2019 0:00,16/04/2019 0:00,1.0,negocios,,particular,230000.0,,no,,no,,si,no,,no,,,,,,,,,,MOCOA,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-76.6482327,1.1466295",-76.6482327,1.1466295
18358,3021960_1,5,0.7778101710131589,Cúcuta,familia,12.0,10_15,4,10000000.0,5_,familia,superior_posgrado,si,si,2,Norte de Santander,54172.0,1/04/2019 0:00,5/04/2019 0:00,4.0,vacaciones,,particular,1000000.0,,no,,no,,si,no,,no,,,,,,,,,,CHINÁCOTA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.5974892069276,7.5779229",-72.5974892069276,7.5779229
18359,3021961_1,2,0.017543859649122806,Cúcuta,familia,57.0,55_60,3,3500000.0,3_5,familia,superior_univerisitario,si,si,1,Boyacá,15104.0,6/04/2019 0:00,14/04/2019 0:00,8.0,vacaciones,,particular,3000000.0,,si,780000.0,no,,si,no,,no,,,,,,,,,,BOYACÁ,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.3615406,5.4545233",-73.3615406,5.4545233
18361,3021963_1,3,0.4604244548505118,Cúcuta,familia,50.0,50_55,4,4000000.0,3_5,familia,superior_univerisitario,si,si,1,Santander,68001.0,14/04/2019 0:00,21/04/2019 0:00,7.0,vacaciones,,particular,2000000.0,,si,1000000.0,no,,si,no,,si,no,si,Vacaciones,54.0,54261.0,Terrestre particular,30000.0,,100000.0,BUCARAMANGA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.1172869,7.1114611",-73.1172869,7.1114611
18364,3021966_1,2,0.1346153846153846,Cúcuta,familia,52.0,50_55,4,0.0,no_reporta,familia,media_bachiller,si,si,1,Santander,68001.0,14/04/2019 0:00,21/04/2019 0:00,7.0,visita,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.1172869,7.1114611",-73.1172869,7.1114611
18369,3021971_1,5,0.4805756921316022,Cúcuta,familia,26.0,25_30,2,4000000.0,3_5,familia,superior_univerisitario,si,si,1,Norte de Santander,54498.0,13/04/2019 0:00,20/04/2019 0:00,7.0,visita,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,OCAÑA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.3670106,8.1758238",-73.3670106,8.1758238
18382,3021986_1,2,0.04411764705882353,Armenia,familia,68.0,65_70,2,2000000.0,2_3,familia,primaria,si,si,1,Bolívar,13001.0,17/04/2019 0:00,20/04/2019 0:00,3.0,vacaciones,,publico,1000000.0,,no,,no,,si,no,,si,no,si,Vacaciones,63.0,63272.0,Terrestre particular,,,,CARTAGENA DE INDIAS,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
18387,3021991_1,1,0.0,Armenia,hombre,33.0,30_35,2,1200000.0,1_2,soltero,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,13/04/2019 0:00,16/04/2019 0:00,3.0,educacion,,aereo,500000.0,,no,,si,25000.0,si,si,225000.0,si,no,si,Negocios,76.0,76736.0,Terrestre particular,,,,"BOGOTÁ, D.C.","44.6736646,40.7696272",44.6736646,40.7696272,",",,
18389,3021993_1,4,0.29603218409762244,Armenia,familia,58.0,55_60,2,900000.0,1_2,familia,media_bachiller,si,si,1,Risaralda,66001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,publico,100000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,PEREIRA,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.6946451,4.8142912",-75.6946451,4.8142912
18396,3022000_1,4,0.591715768777889,Armenia,familia,28.0,25_30,2,1000000.0,1_2,familia,primaria,si,si,1,Cundinamarca,25307.0,17/04/2019 0:00,21/04/2019 0:00,4.0,vacaciones,,particular,,,no,,no,,no_responde,no,,no,,,,,,,,,,GIRARDOT,"44.6736646,40.7696272",44.6736646,40.7696272,"-74.8015665,4.306643",-74.8015665,4.306643
18402,3022006_1,4,0.5660460787473985,Armenia,familia,35.0,35_40,2,3500000.0,3_5,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,20/04/2019 0:00,24/04/2019 0:00,4.0,visita,,publico,1000000.0,,no,,no,,si,no,,si,no,si,Vacaciones,17.0,17001.0,Terrestre particular,200000.0,,100000.0,"BOGOTÁ, D.C.","44.6736646,40.7696272",44.6736646,40.7696272,",",,
18420,3022025_1,2,0.4408602150537633,Pereira,familia,46.0,45_50,1,800000.0,0_1,familia,media_bachiller,si,si,1,Chocó,27660.0,14/04/2019 0:00,15/04/2019 0:00,1.0,visita,,publico,70000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN JOSÉ DEL PALMAR,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-76.2350277,4.8950096",-76.2350277,4.8950096
18422,3022027_1,2,0.0,Pereira,familia,51.0,50_55,1,2500000.0,3_5,familia,secundaria,si,si,1,Tolima,73349.0,23/04/2019 0:00,26/04/2019 0:00,3.0,negocios,,particular,1200000.0,,si,300000.0,no,,si,no,,no,,,,,,,,,,HONDA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-74.7361304,5.2106086",-74.7361304,5.2106086
18434,3022040_1,1,0.0,Pereira,mujer,49.0,45_50,2,1300000.0,1_2,soltero,superior_tecnico,si,si,1,Antioquia,5789.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,particular,300000.0,,no_responde,,no,,si,no,,si,no,si,Parientes o amigos,66.0,66440.0,Terrestre particular,30000.0,,,TÁMESIS,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.7322397506356,5.67502205",-75.7322397506356,5.67502205
18435,3022041_1,2,0.08333333333333333,Pereira,familia,24.0,20_25,2,1000000.0,1_2,familia,superior_univerisitario,si,si,3,Risaralda,66456.0,26/04/2019 0:00,28/04/2019 0:00,2.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,MISTRATÓ,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-76.0000013,5.3871563",-76.0000013,5.3871563
18443,3022051_1,3,0.6840287732716336,Bucaramanga,familia,11.0,10_15,3,3000000.0,3_5,familia,superior_posgrado,si,si,1,Boyacá,15001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,particular,530000.0,,no,,no,,si,no,,no,,,,,,,,,,TUNJA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.361362,5.5323632",-73.361362,5.5323632
18448,3022055_1,2,0.09523809523809523,Bucaramanga,familia,63.0,60_65,5,13000000.0,5_,familia,superior_posgrado,si,si,2,Quindio,63001.0,25/04/2019 0:00,30/04/2019 0:00,5.0,vacaciones,,aereo,2016993.0,,no_responde,,no,,no,si,194710.0,no,,,,,,,,,,ARMENIA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
18449,3022056_1,1,0.0,Bucaramanga,mujer,30.0,30_35,5,1700000.0,2_3,soltero,superior_univerisitario,si,si,1,Caldas,17001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,aereo,500000.0,,no_responde,,no_responde,,no_responde,no_responde,,no,,,,,,,,,,MANIZALES,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-75.5173198,5.0681104",-75.5173198,5.0681104
18457,3022065_1,1,0.0,Ibagué,mujer,19.0,15_20,2,700000.0,0_1,soltero,media_bachiller,si,si,1,Tolima,73675.0,12/04/2019 0:00,22/04/2019 0:00,10.0,visita,,publico,130000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN ANTONIO,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.4780947,3.914082",-75.4780947,3.914082
18459,3022067_1,3,0.4981137308848354,Ibagué,familia,56.0,55_60,4,6000000.0,5_,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,12/04/2019 0:00,14/04/2019 0:00,2.0,visita,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2430012,4.4446595",-75.2430012,4.4446595,",",,
18466,3022074_1,2,0.0684931506849315,Ibagué,familia,36.0,35_40,3,3000000.0,3_5,familia,superior_posgrado,si,si,1,Cesar,20001.0,14/04/2019 0:00,22/04/2019 0:00,8.0,vacaciones,,particular,900000.0,,no_responde,,no_responde,,no_responde,no,,no,,,,,,,,,,VALLEDUPAR,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145
18487,3022093_1,5,0.5909084575606963,Cali,familia,28.0,25_30,3,2500000.0,3_5,familia,superior_bachiller,si,si,1,Valle del Cauca,76403.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,particular,,,no,,no,,no_responde,no,,no,,,,,,,,,,LA VICTORIA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.0357835,4.5232502",-76.0357835,4.5232502
18489,3022095_1,3,0.4101590577750261,Cali,familia,34.0,30_35,3,4000000.0,3_5,familia,superior_univerisitario,si,si,1,Antioquia,5001.0,16/04/2019 0:00,19/04/2019 0:00,3.0,vacaciones,,particular,450000.0,,si,120000.0,si,20000.0,si,no,,no,,,,,,,,,,MEDELLÍN,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-75.573553,6.2443382",-75.573553,6.2443382
18492,3022098_1,1,0.0,Cali,hombre,58.0,55_60,3,600000.0,0_1,separado,media_bachiller,si,si,1,Cauca,19548.0,17/04/2019 0:00,21/04/2019 0:00,4.0,visita,,publico,100000.0,,no,,no,,si,no,,si,no,si,Parientes o amigos,76.0,76248.0,Terrestre publico,20000.0,,14000.0,PIENDAMÓ - TUNÍA,"-76.5324943,3.4517923",-76.5324943,3.4517923,",",,
18496,3022102_1,2,0.3972602739726027,Cali,familia,36.0,35_40,3,5000000.0,5_,familia,superior_univerisitario,si,si,1,Valle del Cauca,76364.0,5/04/2019 0:00,7/04/2019 0:00,2.0,visita,,particular,,,no,,no,,no,no,,si,no,si,Parientes o amigos,76.0,76364.0,Terrestre particular,98.0,,,JAMUNDÍ,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.618841826802,3.22475455",-76.618841826802,3.22475455
18503,3022109_1,2,0.4782608695652174,Cali,familia,57.0,55_60,5,5000000.0,5_,familia,media_bachiller,si,si,1,Santander,68081.0,12/04/2019 0:00,21/04/2019 0:00,9.0,visita,,aereo,,,no,,no,,no,si,98.0,no,,,,,,,,,,BARRANCABERMEJA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-73.75919805297,7.02691215",-73.75919805297,7.02691215
18504,3022110_1,2,0.03333333333333333,Cali,familia,30.0,30_35,5,4000000.0,3_5,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,aereo,350000.0,,no,,si,30000.0,si,si,150000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-76.5324943,3.4517923",-76.5324943,3.4517923,",",,
18506,3022112_1,2,0.02564102564102564,Cali,familia,58.0,55_60,5,2000000.0,2_3,familia,superior_posgrado,si,si,1,Valle del Cauca,76126.0,18/04/2019 0:00,22/04/2019 0:00,4.0,visita,,particular,150000.0,,no,,no,,si,no,,no,,,,,,,,,,CALIMA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.4999017280985,3.4848867",-76.4999017280985,3.4848867
18509,3022117_1,7,0.6956184697543325,Medellín,familia,20.0,20_25,1,1000000.0,1_2,familia,superior_bachiller,si,si,1,Antioquia,5138.0,12/04/2019 0:00,30/04/2019 0:00,18.0,vacaciones,,publico,216000.0,,no,,no_responde,,no_responde,no,,si,no,si,Relegion,5.0,5318.0,Terrestre publico,15000.0,,20000.0,CAÑASGORDAS,"-75.573553,6.2443382",-75.573553,6.2443382,"-76.0462452454564,6.8140438",-76.0462452454564,6.8140438
18538,3022159_1,1,0.0,Medellín,mujer,26.0,25_30,4,5000000.0,5_,soltero,superior_univerisitario,si,si,2,Bolívar,13001.0,28/04/2019 0:00,30/04/2019 0:00,2.0,vacaciones,,aereo,500000.0,,si,300000.0,no,,no,si,200000.0,no,,,,,,,,,,CARTAGENA DE INDIAS,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
18554,3022182_1,3,0.7349274407689961,Medellín,familia,22.0,20_25,2,1400000.0,1_2,familia,media_bachiller,si,si,1,Córdoba,23570.0,17/04/2019 0:00,22/04/2019 0:00,5.0,vacaciones,,publico,900000.0,,no,,no,,si,no,,no,,,,,,,,,,PUEBLO NUEVO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.5080331,8.5009416",-75.5080331,8.5009416
18561,3022198_1,3,0.2606114614638268,Bogotá,familia,67.0,65_70,2,3000000.0,3_5,familia,superior_univerisitario,si,si,1,Norte de Santander,54001.0,19/04/2019 0:00,24/04/2019 0:00,5.0,visita,,aereo,1200000.0,,no,,no,,si,si,480000.0,no,,,,,,,,,,CÚCUTA,"-74.0760439,4.59808",-74.0760439,4.59808,"-72.5080387,7.8971458",-72.5080387,7.8971458
18574,3022213_1,4,0.4762896722078402,Bogotá,familia,37.0,35_40,6,20000000.0,5_,familia,superior_univerisitario,si,si,1,Tolima,73001.0,15/04/2019 0:00,21/04/2019 0:00,6.0,vacaciones,,particular,2000000.0,,no,,no,,si,no,,no,,,,,,,,,,IBAGUÉ,"-74.0760439,4.59808",-74.0760439,4.59808,"-75.2430012,4.4446595",-75.2430012,4.4446595
18576,3022216_1,5,0.4637204967085726,Cartagena,familia,24.0,20_25,2,3400000.0,3_5,familia,superior_univerisitario,si,si,1,Sucre,70221.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,particular,500000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,COVEÑAS,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-75.639789293312,9.41146205",-75.639789293312,9.41146205
18577,3022217_1,5,0.3767438666296824,Cartagena,familia,25.0,25_30,3,12000000.0,5_,familia,media_bachiller,si,si,1,Bolívar,13140.0,20/04/2019 0:00,21/04/2019 0:00,1.0,visita,,publico,300000.0,,no,,no,,si,no,,no,,,,,,,,,,CALAMAR,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-74.9146691,10.2526122",-74.9146691,10.2526122
18586,3022226_1,4,0.3323632347925117,Tunja,familia,43.0,40_45,3,900000.0,1_2,familia,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,18/04/2019 0:00,20/04/2019 0:00,2.0,religion,,particular,,,no,,no,,no,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
18592,3022232_1,4,0.3752571135029527,Tunja,familia,36.0,35_40,3,1000000.0,1_2,familia,superior_tecnico,si,si,1,Boyacá,15897.0,18/04/2019 0:00,22/04/2019 0:00,4.0,visita,,publico,300000.0,,no,,no,,si,no,,no,,,,,,,,,,ZETAQUIRA,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.1669653272936,5.2821538",-73.1669653272936,5.2821538
18593,3022233_1,1,0.0,Tunja,hombre,45.0,45_50,3,1000000.0,1_2,soltero,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,27/04/2019 0:00,28/04/2019 0:00,1.0,visita,,publico,55000.0,,no,,si,5000.0,no,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
18594,3022234_1,2,0.12,Tunja,familia,25.0,25_30,3,800000.0,0_1,familia,superior_univerisitario,si,si,1,Santander,68077.0,13/04/2019 0:00,20/04/2019 0:00,7.0,vacaciones,,particular,,,no,,no,,no,no,,no,,,,,,,,,,BARBOSA,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.6124368,5.9326035",-73.6124368,5.9326035
18595,3022235_1,5,0.6250225798613349,Tunja,familia,14.0,10_15,3,3000000.0,3_5,familia,superior_univerisitario,si,si,1,Cundinamarca,25290.0,12/04/2019 0:00,16/04/2019 0:00,4.0,visita,,particular,1000000.0,,no,,no,,si,no,,no,,,,,,,,,,FUSAGASUGÁ,"-73.361362,5.5323632",-73.361362,5.5323632,"-74.3644854,4.3369235",-74.3644854,4.3369235
18596,3022236_1,2,0.19672131147540986,Tunja,familia,61.0,60_65,4,2000000.0,2_3,familia,superior_posgrado,si,si,1,Boyacá,15469.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,particular,50000.0,,no,,no,,si,no,,si,no,si,Vacaciones,15.0,15407.0,Terrestre particular,,,100000.0,MONIQUIRÁ,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.5440979007064,5.86870335",-73.5440979007064,5.86870335
18616,3022271_1,3,0.06451133425472312,Pereira,familia,19.0,15_20,2,800000.0,0_1,familia,superior_tecnico,si,si,1,Risaralda,66594.0,15/04/2019 0:00,21/04/2019 0:00,6.0,visita,,publico,300000.0,,no,,no,,si,no,,no,,,,,,,,,,QUINCHÍA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.7083123321039,5.3264086",-75.7083123321039,5.3264086
18617,3022272_1,4,0.43595776354783855,Pereira,familia,30.0,30_35,2,1000000.0,1_2,familia,media_bachiller,si,si,1,Caldas,17088.0,27/04/2019 0:00,29/04/2019 0:00,2.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,BELALCÁZAR,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.8238756000794,4.9965888",-75.8238756000794,4.9965888
