,llave,cant_indiv,coef,ciudad_origen,tipo,edad_mediana,rango_edad,estrato,ingreso_hogar,rango_ingreso_hog,estado_civ,nivel_edu,viajo,interno,cuantos_int,depto_dest,mpio_dest,fecha_ini,fecha_fin,pernoct,motivo_int,alojamiento,med_transp,gasto_tot,motivo_no,gast_aloj,valgast_aloj,gast_public,valgast_public,gast_alim,gast_aereo,valgast_aereo,excursion,excur_extranj,excur_int,excur_motiv,excur_deptodest,excur_mpiodest,excur_medtransp,excur_valgasttransp,excur_valgastpublic,excur_valgastalim,nombre_mpio_dest,coord_origen,lat_origen,lon_origen,coord_dest,lat_dest,lon_dest
350,3000343_1,1,0.0,Neiva,mujer,69.0,65_70,2,650000.0,0_1,viudo,primaria,si,si,1,Huila,41518.0,6/01/2019 0:00,7/01/2019 0:00,1.0,vacaciones,,particular,50000.0,,no,,no,,si,no,,no,,,,,,,,,,PAICOL,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.7113527987879,2.4041033",-75.7113527987879,2.4041033
356,3000349_1,3,0.4979871830456292,Neiva,familia,17.0,15_20,2,800000.0,0_1,familia,primaria,si,si,1,Caquetá,18410.0,29/12/2018 0:00,1/01/2019 0:00,3.0,visita,,particular,500000.0,,no,,no,,si,no,,no,,,,,,,,,,LA MONTAÑITA,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.4356404,1.4817139",-75.4356404,1.4817139
357,3000350_1,3,0.02864900283956933,Neiva,familia,57.0,55_60,1,1200000.0,1_2,familia,primaria,si,si,1,Tolima,73001.0,31/12/2018 0:00,8/01/2019 0:00,8.0,visita,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,IBAGUÉ,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.2430012,4.4446595",-75.2430012,4.4446595
380,3000373_1,4,0.5510361297832753,Villavicencio,familia,46.0,45_50,3,1000000.0,1_2,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,1/01/2019 0:00,3/01/2019 0:00,2.0,visita,,publico,100000.0,,no,,si,20000.0,si,no,,si,no,si,Parientes o amigos,11.0,11001.0,Terrestre publico,60000.0,,10000.0,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
384,3000377_1,2,0.0,Villavicencio,familia,75.0,75_80,3,17000000.0,5_,familia,media_bachiller,si,si,1,Meta,50689.0,31/12/2018 0:00,2/01/2019 0:00,2.0,visita,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN MARTÍN,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.689108,3.6884668",-73.689108,3.6884668
390,3000383_1,4,0.34943365468562976,Villavicencio,familia,50.0,50_55,3,2000000.0,2_3,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,18/01/2019 0:00,22/01/2019 0:00,4.0,visita,,publico,700000.0,,no,,si,200000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
397,3000390_1,1,0.0,Pasto,mujer,37.0,35_40,2,828000.0,0_1,soltero,primaria,si,si,1,Nariño,52260.0,28/12/2018 0:00,2/01/2019 0:00,5.0,visita,,publico,250000.0,,si,100000.0,no,,si,no,,no,,,,,,,,,,EL TAMBO,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.3918509,1.4081573",-77.3918509,1.4081573
398,3000391_1,2,0.04854368932038835,Pasto,familia,51.0,50_55,2,700000.0,0_1,familia,primaria,si,si,1,Putumayo,86757.0,19/01/2019 0:00,24/01/2019 0:00,5.0,visita,,publico,400000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN MIGUEL,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-76.9110382,0.3439276",-76.9110382,0.3439276
412,3000405_1,3,0.5931895857080639,Cúcuta,familia,19.0,15_20,3,3500000.0,3_5,familia,superior_bachiller,si,si,2,Valle del Cauca,76109.0,15/01/2019 0:00,30/01/2019 0:00,15.0,vacaciones,,particular,5000000.0,,si,1000000.0,no,,si,no,,si,no,si,Vacaciones,54.0,54172.0,Terrestre particular,20000.0,,100000.0,BUENAVENTURA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-76.9807757700535,3.6707494",-76.9807757700535,3.6707494
422,3000415_1,2,0.1238095238095238,Cúcuta,familia,52.0,50_55,3,1500000.0,1_2,familia,primaria,si,si,1,Norte de Santander,54003.0,3/01/2019 0:00,7/01/2019 0:00,4.0,visita,,particular,800000.0,,no,,no,,si,no,,no,,,,,,,,,,ÁBREGO,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.1196354,8.1420669",-73.1196354,8.1420669
426,3000418_1,3,1.003509256297275,Cúcuta,familia,9.0,0_10,3,1000000.0,1_2,familia,superior_tecnico,si,si,1,Norte de Santander,54810.0,31/12/2018 0:00,4/01/2019 0:00,4.0,visita,,publico,500000.0,,no,,no,,no,no,,no,,,,,,,,,,TIBÚ,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.8988647,8.7828443",-72.8988647,8.7828443
427,3000419_1,5,0.5435873799098064,Cúcuta,familia,18.0,15_20,4,5000000.0,5_,familia,superior_univerisitario,si,si,1,Santander,68001.0,5/01/2019 0:00,8/01/2019 0:00,3.0,vacaciones,,particular,2500000.0,,si,450000.0,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.1172869,7.1114611",-73.1172869,7.1114611
432,3000424_1,7,0.9162143888201302,Cúcuta,familia,23.0,20_25,1,600000.0,0_1,familia,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,7/01/2019 0:00,16/01/2019 0:00,9.0,visita,,publico,800000.0,,no,,si,100000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-72.5080387,7.8971458",-72.5080387,7.8971458,",",,
439,3000431_1,2,0.1485148514851485,Cúcuta,familia,50.0,50_55,1,300000.0,0_1,familia,primaria,si,si,1,Norte de Santander,54498.0,17/01/2019 0:00,20/01/2019 0:00,3.0,visita,,publico,130000.0,,no,,no,,si,no,,no,,,,,,,,,,OCAÑA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.3670106,8.1758238",-73.3670106,8.1758238
442,3000434_1,2,0.10638297872340426,Cúcuta,familia,23.0,20_25,1,2000000.0,2_3,familia,superior_bachiller,si,si,1,Bolívar,13430.0,3/01/2019 0:00,8/01/2019 0:00,5.0,visita,,publico,800000.0,,no,,no,,si,no,,no,,,,,,,,,,MAGANGUÉ,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-74.7992531184879,9.1427203",-74.7992531184879,9.1427203
444,3000436_1,3,0.6136062228392103,Cúcuta,familia,20.0,20_25,1,900000.0,1_2,familia,superior_bachiller,si,si,1,Norte de Santander,54051.0,29/12/2018 0:00,2/01/2019 0:00,4.0,visita,,publico,226000.0,,no,,no,,si,no,,no,,,,,,,,,,ARBOLEDAS,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.7237135,7.6707185",-72.7237135,7.6707185
461,3000453_1,5,0.462292342726429,Armenia,familia,47.0,45_50,1,1600000.0,1_2,familia,secundaria,si,si,1,Tolima,73067.0,5/01/2019 0:00,6/01/2019 0:00,1.0,visita,,publico,120000.0,,no,,si,10000.0,si,no,,no,,,,,,,,,,ATACO,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.48629129856,3.4344676",-75.48629129856,3.4344676
466,3000458_1,2,0.8709677419354839,Armenia,familia,15.0,15_20,3,2500000.0,3_5,familia,superior_univerisitario,si,si,1,Quindio,63001.0,1/01/2019 0:00,29/01/2019 0:00,28.0,vacaciones,,particular,500000.0,,si,200000.0,no,,si,no,,no,,,,,,,,,,ARMENIA,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
471,3000464_1,3,0.8730533902472529,Pereira,familia,13.0,10_15,1,250000.0,0_1,familia,primaria,si,si,1,Caldas,17877.0,30/12/2018 0:00,2/01/2019 0:00,3.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,VITERBO,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.8860540141681,5.0379416",-75.8860540141681,5.0379416
478,3000471_1,5,0.3539067673837278,Pereira,familia,38.0,35_40,2,1000000.0,1_2,familia,superior_bachiller,si,si,1,Valle del Cauca,76834.0,3/01/2019 0:00,7/01/2019 0:00,4.0,visita,,particular,50000.0,,no,,no,,si,no,,no,,,,,,,,,,TULUÁ,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-76.0448661084283,4.03756405",-76.0448661084283,4.03756405
479,3000472_1,2,0.18181818181818185,Pereira,familia,22.0,20_25,2,900000.0,1_2,familia,superior_univerisitario,si,si,1,Risaralda,66572.0,30/12/2018 0:00,1/01/2019 0:00,2.0,visita,,publico,100000.0,,no,,no,,no,no,,no,,,,,,,,,,PUEBLO RICO,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-76.0301985,5.2216215",-76.0301985,5.2216215
484,3000477_1,9,0.6386484898222072,Pereira,familia,26.0,25_30,2,2000000.0,2_3,familia,superior_bachiller,si,si,1,Antioquia,5001.0,18/01/2019 0:00,22/01/2019 0:00,4.0,visita,,publico,250000.0,,no,,si,40000.0,si,no,,no,,,,,,,,,,MEDELLÍN,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.573553,6.2443382",-75.573553,6.2443382
496,3000498_1,2,0.42168674698795183,Pereira,familia,41.0,40_45,3,800000.0,0_1,familia,superior_tecnico,si,si,1,Risaralda,66687.0,13/01/2019 0:00,14/01/2019 0:00,1.0,visita,,publico,100000.0,,no,,no,,no,no,,no,,,,,,,,,,SANTUARIO,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.9624682,5.0732065",-75.9624682,5.0732065
498,3000503_1,3,0.11863420280034792,Pereira,familia,32.0,30_35,3,1900000.0,2_3,familia,media_bachiller,si,si,1,Atlántico,8001.0,15/12/2018 0:00,27/01/2019 0:00,43.0,visita,,particular,7000000.0,,si,350000.0,no,,si,no,,no,,,,,,,,,,BARRANQUILLA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-74.8013085,10.9799669",-74.8013085,10.9799669
500,3000505_1,2,0.017857142857142856,Pereira,familia,56.0,55_60,3,3350000.0,3_5,familia,superior_univerisitario,si,si,1,Valle del Cauca,76041.0,4/01/2019 0:00,7/01/2019 0:00,3.0,visita,,publico,350000.0,,no,,no,,si,no,,no,,,,,,,,,,ANSERMANUEVO,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-76.0434960469551,4.79058655",-76.0434960469551,4.79058655
506,3000511_1,4,0.7909477779873646,Bucaramanga,familia,14.0,10_15,1,1500000.0,1_2,familia,media,si,si,1,Santander,68255.0,1/01/2019 0:00,8/01/2019 0:00,7.0,visita,,publico,600000.0,,no,,si,100000.0,no,no,,no,,,,,,,,,,EL PLAYÓN,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.2033093,7.470891",-73.2033093,7.470891
508,3000513_1,2,0.024390243902439025,Bucaramanga,familia,20.0,20_25,1,900000.0,1_2,familia,media_bachiller,si,si,1,Bolívar,13688.0,4/01/2019 0:00,9/01/2019 0:00,5.0,visita,,publico,600000.0,,no,,no,,si,no,,si,no,si,Vacaciones,68.0,68679.0,Terrestre publico,40000.0,,50000.0,SANTA ROSA DEL SUR,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-74.0506379,7.9635222",-74.0506379,7.9635222
519,3000524_1,2,0.0196078431372549,Bucaramanga,familia,51.0,50_55,3,1500000.0,1_2,familia,superior_univerisitario,si,si,2,Santander,68081.0,5/01/2019 0:00,9/01/2019 0:00,4.0,visita,,particular,100000.0,,no,,no,,no,no,,no,,,,,,,,,,BARRANCABERMEJA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.75919805297,7.02691215",-73.75919805297,7.02691215
533,3000535_3,3,0.7078037816329364,Bucaramanga,familia,19.0,15_20,1,2000000.0,2_3,familia,media_bachiller,si,si,1,Cesar,20011.0,25/01/2019 0:00,27/01/2019 0:00,2.0,negocios,,particular,200000.0,,no_responde,,no_responde,,no_responde,no,,si,no,si,Negocios,5.0,5579.0,Terrestre particular,,,,AGUACHICA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.6214038056006,8.24811845",-73.6214038056006,8.24811845
539,3000541_1,2,0.5151515151515151,Bucaramanga,familia,33.0,30_35,1,800000.0,0_1,familia,media,si,si,1,Santander,68655.0,1/01/2019 0:00,7/01/2019 0:00,6.0,visita,,publico,150000.0,,no,,no,,no,no,,no,,,,,,,,,,SABANA DE TORRES,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.4998859,7.3939416",-73.4998859,7.3939416
541,3000543_1,2,0.4363636363636363,Sincelejo,familia,55.0,55_60,1,800000.0,0_1,familia,media_bachiller,si,si,1,Bolívar,13244.0,28/12/2018 0:00,3/01/2019 0:00,6.0,vacaciones,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,EL CARMEN DE BOLÍVAR,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.1238318,9.7178623",-75.1238318,9.7178623
543,3000545_1,4,0.8453359399576221,Sincelejo,familia,16.0,15_20,1,2000000.0,2_3,familia,superior_tecnico,si,si,1,Cesar,20001.0,26/01/2019 0:00,27/01/2019 0:00,1.0,visita,,particular,300000.0,,si,100000.0,no,,si,no,,si,no,si,Vacaciones,70.0,70820.0,Terrestre publico,20000.0,,15000.0,VALLEDUPAR,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145
552,3000554_1,3,0.6735181029180901,Sincelejo,familia,27.0,25_30,1,2000000.0,2_3,familia,media_bachiller,si,si,1,Sucre,70523.0,31/12/2018 0:00,5/01/2019 0:00,5.0,vacaciones,,publico,500000.0,,no,,no,,si,no,,no,,,,,,,,,,PALMITO,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.5415152,9.3332434",-75.5415152,9.3332434
555,3000556_1,4,0.613945447369454,Sincelejo,familia,36.0,35_40,1,900000.0,1_2,familia,superior_tecnico,si,si,1,Sucre,70110.0,1/01/2019 0:00,2/01/2019 0:00,1.0,visita,,particular,50000.0,,no,,no,,si,no,,no,,,,,,,,,,BUENAVISTA,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-74.9745867,9.3196186",-74.9745867,9.3196186
556,3000557_1,2,0.8333333333333334,Sincelejo,familia,18.0,15_20,1,1000000.0,1_2,familia,superior_tecnico,si,si,1,Córdoba,23001.0,6/01/2019 0:00,20/01/2019 0:00,14.0,visita,,publico,200000.0,,no,,no,,si,no,,si,no,si,Vacaciones,70.0,70473.0,Terrestre particular,10000.0,,,MONTERÍA,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.887029,8.7558921",-75.887029,8.7558921
561,3000562_1,2,0.20895522388059698,Ibagué,familia,67.0,65_70,3,450000.0,0_1,familia,media_bachiller,si,si,1,Tolima,73854.0,4/01/2019 0:00,8/01/2019 0:00,4.0,vacaciones,,particular,,,no,,no_responde,,no_responde,no,,no,,,,,,,,,,VALLE DE SAN JUAN,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.1180693,4.2003577",-75.1180693,4.2003577
568,3000571_1,2,0.04166666666666666,Ibagué,familia,72.0,70_75,3,0.0,no_reporta,familia,superior_univerisitario,si,si,1,Tolima,73686.0,5/01/2019 0:00,6/01/2019 0:00,1.0,visita,,publico,250000.0,,no,,no,,no,no,,no,,,,,,,,,,SANTA ISABEL,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.0987891,4.7144544",-75.0987891,4.7144544
573,3000576_1,5,0.5879680018429028,Ibagué,familia,35.0,35_40,3,2500000.0,3_5,familia,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,7/01/2019 0:00,10/01/2019 0:00,3.0,visita,,publico,200000.0,,no,,si,50000.0,no,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2430012,4.4446595",-75.2430012,4.4446595,",",,
576,3000579_1,4,0.4293944971778561,Ibagué,familia,30.0,30_35,3,2000000.0,2_3,familia,media_bachiller,si,si,1,Tolima,73563.0,3/01/2019 0:00,5/01/2019 0:00,2.0,vacaciones,,particular,2000000.0,,no,,no,,si,no,,no,,,,,,,,,,PRADO,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-74.579028,4.3446788",-74.579028,4.3446788
578,3000581_1,3,0.32507801357185645,Ibagué,familia,33.0,30_35,3,3200000.0,3_5,familia,superior_univerisitario,si,si,1,Tolima,73443.0,1/01/2019 0:00,3/01/2019 0:00,2.0,vacaciones,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN SEBASTIÁN DE MARIQUITA,"-75.2430012,4.4446595",-75.2430012,4.4446595,",",,
581,3000584_1,1,0.0,Ibagué,mujer,28.0,25_30,3,900000.0,1_2,separado,secundaria,si,si,1,"Bogotá, D.C.",11001.0,5/01/2019 0:00,7/01/2019 0:00,2.0,vacaciones,,publico,,,no_responde,,no_responde,,no_responde,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2430012,4.4446595",-75.2430012,4.4446595,",",,
588,3000591_1,4,0.3761669226248311,Cali,familia,43.0,40_45,2,1000000.0,1_2,familia,superior_bachiller,si,si,1,Nariño,52001.0,10/01/2019 0:00,13/01/2019 0:00,3.0,vacaciones,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,PASTO,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-77.2782516,1.2146286",-77.2782516,1.2146286
589,3000592_1,4,0.8493840634231559,Cali,familia,16.0,15_20,2,1000000.0,1_2,familia,media_bachiller,si,si,1,Antioquia,5031.0,20/12/2018 0:00,10/01/2019 0:00,21.0,visita,,publico,860000.0,,no,,no,,si,no,,no,,,,,,,,,,AMALFI,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-74.9504758358016,7.0204002",-74.9504758358016,7.0204002
598,3000601_1,1,0.0,Cali,hombre,33.0,30_35,2,828116.0,0_1,soltero,primaria,si,si,1,Cauca,19256.0,1/01/2019 0:00,15/01/2019 0:00,14.0,vacaciones,,publico,200000.0,,no,,no,,no,no,,no,,,,,,,,,,EL TAMBO,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.435123,2.3453554",-76.435123,2.3453554
601,3000604_1,1,0.0,Cali,mujer,24.0,20_25,3,2000000.0,2_3,soltero,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,10/01/2019 0:00,15/01/2019 0:00,5.0,vacaciones,,publico,300000.0,,no,,no,,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-76.5324943,3.4517923",-76.5324943,3.4517923,",",,
611,3000614_1,1,0.0,San Andrés,hombre,59.0,55_60,1,1200000.0,1_2,separado,media,si,si,1,Bolívar,13001.0,23/12/2018 0:00,10/01/2019 0:00,18.0,vacaciones,,aereo,1100000.0,,si,260000.0,si,60000.0,si,si,480000.0,no,,,,,,,,,,CARTAGENA DE INDIAS,"-90.4520830323789,17.3912028",-90.4520830323789,17.3912028,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
640,3000646_1,2,0.5,Pasto,familia,18.0,15_20,2,240000.0,0_1,familia,media_bachiller,si,si,1,Putumayo,86320.0,10/01/2019 0:00,14/01/2019 0:00,4.0,visita,,publico,200000.0,,no,,no,,no,no,,no,,,,,,,,,,ORITO,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-76.8757743,0.6867328",-76.8757743,0.6867328
642,3000648_1,3,0.8757070479683693,Florencia,familia,12.0,10_15,1,500000.0,0_1,familia,superior_tecnico,si,si,1,Huila,41001.0,14/01/2019 0:00,22/01/2019 0:00,8.0,salud,,publico,100000.0,,no,,si,30000.0,no,no,,no,,,,,,,,,,NEIVA,"11.2555757,43.7698712",11.2555757,43.7698712,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673
651,3000660_1,3,0.2264420288695615,Sincelejo,familia,31.0,30_35,0,2000000.0,2_3,familia,superior_tecnico,si,si,1,Sucre,70221.0,2/01/2019 0:00,3/01/2019 0:00,1.0,negocios,,publico,70000.0,,si,20000.0,no,,si,no,,no,,,,,,,,,,COVEÑAS,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.639789293312,9.41146205",-75.639789293312,9.41146205
653,3000662_1,2,0.028571428571428567,Cúcuta,familia,17.0,15_20,2,600000.0,0_1,familia,secundaria,si,si,1,Norte de Santander,54172.0,15/01/2019 0:00,21/01/2019 0:00,6.0,vacaciones,,publico,102000.0,,si,35000.0,no,,si,no,,no,,,,,,,,,,CHINÁCOTA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.5974892069276,7.5779229",-72.5974892069276,7.5779229
655,3000665_1,5,0.6792621429341764,Sincelejo,familia,16.0,15_20,1,1600000.0,1_2,familia,primaria,si,si,1,Atlántico,8001.0,22/12/2018 0:00,6/01/2019 0:00,15.0,vacaciones,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,BARRANQUILLA,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-74.8013085,10.9799669",-74.8013085,10.9799669
663,3000675_1,1,0.0,Sincelejo,hombre,30.0,30_35,1,1000000.0,1_2,soltero,superior_univerisitario,si,si,1,Bolívar,13244.0,6/01/2019 0:00,7/01/2019 0:00,1.0,vacaciones,,particular,80000.0,,no,,no,,si,no,,no,,,,,,,,,,EL CARMEN DE BOLÍVAR,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.1238318,9.7178623",-75.1238318,9.7178623
669,3000683_1,4,0.4269562819149833,Ibagué,familia,20.0,20_25,3,1200000.0,1_2,familia,superior_univerisitario,si,si,1,Tolima,73443.0,10/01/2019 0:00,11/01/2019 0:00,1.0,vacaciones,,publico,60000.0,,si,25000.0,no,,si,no,,no,,,,,,,,,,SAN SEBASTIÁN DE MARIQUITA,"-75.2430012,4.4446595",-75.2430012,4.4446595,",",,
670,3000685_1,7,0.6744741392991531,Florencia,familia,25.0,25_30,2,1200000.0,1_2,familia,superior_univerisitario,si,si,1,Caquetá,18860.0,20/12/2018 0:00,5/01/2019 0:00,16.0,visita,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,VALPARAÍSO,"11.2555757,43.7698712",11.2555757,43.7698712,"-75.6721686555332,1.0801866",-75.6721686555332,1.0801866
683,3000703_1,3,0.6823712390857496,Cúcuta,familia,27.0,25_30,2,800000.0,0_1,familia,primaria,si,si,1,Norte de Santander,54820.0,3/01/2019 0:00,7/01/2019 0:00,4.0,visita,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,TOLEDO,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.4834315,7.3085866",-72.4834315,7.3085866
692,3000715_1,3,0.3902632016871189,San Andrés,familia,51.0,50_55,3,1900000.0,2_3,familia,media_bachiller,si,si,1,Bolívar,13001.0,4/01/2019 0:00,10/01/2019 0:00,6.0,vacaciones,,aereo,800000.0,,no,,si,80000.0,si,si,400000.0,no,,,,,,,,,,CARTAGENA DE INDIAS,"-90.4520830323789,17.3912028",-90.4520830323789,17.3912028,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
693,3000716_1,4,0.6306858398076329,Florencia,familia,21.0,20_25,2,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Caquetá,18205.0,13/01/2019 0:00,16/01/2019 0:00,3.0,vacaciones,,particular,250000.0,,si,100000.0,no,,si,no,,no,,,,,,,,,,CURILLO,"11.2555757,43.7698712",11.2555757,43.7698712,"-75.9181033507946,1.0624341",-75.9181033507946,1.0624341
699,3000724_1,6,0.6871766295697511,Popayán,familia,17.0,15_20,1,1500000.0,1_2,familia,primaria,si,si,1,Cauca,19050.0,6/01/2019 0:00,9/01/2019 0:00,3.0,visita,,publico,600000.0,,no,,si,90000.0,si,no,,no,,,,,,,,,,ARGELIA,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-76.1211518,4.7271938",-76.1211518,4.7271938
709,3000734_1,4,0.4993636065359498,Popayán,familia,33.0,30_35,2,2000000.0,2_3,familia,superior_posgrado,si,si,1,Valle del Cauca,76001.0,11/01/2019 0:00,13/01/2019 0:00,2.0,vacaciones,,particular,500000.0,,no,,no,,si,no,,si,no,si,Vacaciones,19.0,19256.0,Terrestre particular,,,30000.0,CALI,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-76.5324943,3.4517923",-76.5324943,3.4517923
715,3000740_1,3,0.21959597768940275,Popayán,familia,92.0,80_,2,500000.0,0_1,familia,media_bachiller,si,si,1,Cauca,19693.0,17/01/2019 0:00,25/01/2019 0:00,8.0,vacaciones,,publico,225000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN SEBASTIÁN,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-76.7697662,1.8386665",-76.7697662,1.8386665
716,3000741_1,4,0.742637598270126,Cúcuta,familia,17.0,15_20,2,2000000.0,2_3,familia,media_bachiller,si,si,1,Norte de Santander,54660.0,5/01/2019 0:00,12/01/2019 0:00,7.0,visita,,particular,400000.0,,no,,si,12000.0,si,no,,no,,,,,,,,,,SALAZAR,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.8120671,7.7729738",-72.8120671,7.7729738
721,3000746_1,3,0.5842103860322315,Cúcuta,familia,28.0,25_30,2,650000.0,0_1,familia,media_bachiller,si,si,1,Norte de Santander,54660.0,5/01/2019 0:00,12/01/2019 0:00,7.0,visita,,particular,423000.0,,no,,si,23000.0,si,no,,no,,,,,,,,,,SALAZAR,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.8120671,7.7729738",-72.8120671,7.7729738
732,3000757_1,2,0.07692307692307693,San Andrés,familia,58.0,55_60,2,1000000.0,1_2,familia,secundaria,si,si,1,Bolívar,13001.0,20/12/2018 0:00,5/01/2019 0:00,16.0,vacaciones,,aereo,,,no_responde,,no_responde,,no_responde,no_responde,,no,,,,,,,,,,CARTAGENA DE INDIAS,"-90.4520830323789,17.3912028",-90.4520830323789,17.3912028,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
734,3000759_1,1,0.0,Tunja,mujer,47.0,45_50,2,2300000.0,2_3,viudo,superior_tecnico,si,si,1,Boyacá,15469.0,6/01/2019 0:00,7/01/2019 0:00,1.0,vacaciones,,publico,300000.0,,si,150000.0,no,,si,no,,si,no,si,Vacaciones,15.0,15367.0,Terrestre particular,,,50000.0,MONIQUIRÁ,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.5440979007064,5.86870335",-73.5440979007064,5.86870335
742,3000767_1,5,0.2483788795437937,Cúcuta,familia,62.0,60_65,2,1266000.0,1_2,familia,superior_tecnico,si,si,1,Santander,68001.0,21/01/2019 0:00,24/01/2019 0:00,3.0,salud,,aereo,396000.0,,si,98.0,si,98.0,si,si,98.0,no,,,,,,,,,,BUCARAMANGA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.1172869,7.1114611",-73.1172869,7.1114611
747,3000772_1,1,0.0,Manizales,hombre,71.0,70_75,4,2500000.0,3_5,separado,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,28/12/2018 0:00,10/01/2019 0:00,13.0,visita,,particular,500000.0,,no,,no,,si,no,,si,no,si,Vacaciones,17.0,17614.0,Terrestre particular,50000.0,,50000.0,"BOGOTÁ, D.C.","-75.5173198,5.0681104",-75.5173198,5.0681104,",",,
